resistance,power,torque,duration,distance,total_energy
4.749080237694725,35.34641140000574,4809.371606507798,7,314.04502373969257,10587.295672801447
5.901428612819832,28.093819544935634,7207.6587200387,12,529.0746212502592,15016.530043412195
5.46398788362281,29.10117328322998,6015.757117343572,8,381.7505584478596,10301.137905570235
5.197316968394073,38.68120445085203,6979.372398323225,3,120.36609216954133,4897.5700806920195
4.312037280884873,34.88357777557467,5460.148803091835,7,321.8909890843659,10470.661599444818
4.3119890406724055,27.119561671016186,7186.569685488601,11,502.2059182055271,13379.34642172241
4.116167224336399,28.319130057258416,5667.605036202489,14,660.2650704626133,17632.84154885824
5.73235229154987,35.625522998404726,4532.512954440895,16,735.8446983643722,24360.301247081123
5.202230023486417,27.065800590000844,7216.145929257791,4,193.07195311236313,4857.475284960121
5.4161451555920905,29.09050466842748,4773.860030358401,19,942.2242109671652,24457.905193204395
4.041168988591605,34.13353926176562,5457.940912771244,16,694.8038811485669,23500.918614776998
5.939819704323988,35.99463757000501,7350.185901152415,15,634.1026474544981,23037.104287802704
5.664885281600844,35.47549637353381,7351.821440812668,11,486.59565486625314,16688.296563919386
4.424678221356553,29.91550102298728,6220.313664369858,17,728.9480348008735,22388.286626068217
4.363649934414202,36.258329877517966,6395.511636509398,17,784.5415447359512,26270.097885040996
4.366809019706867,30.0842381374584,5845.336565934959,13,638.5408131495853,17199.42344833053
4.6084844859190754,31.23019607607048,5379.6323150941935,18,745.0409149457511,24557.16705729367
5.049512863264476,36.704388266534316,5485.993636109748,19,779.1509745730184,29665.801574309473
4.863890037284231,35.445227687613794,6517.555368231115,6,255.36093191121972,9096.16918052458
4.582458280396084,38.039904336424314,6757.12358831304,3,141.78286758187204,4828.309668333826
5.223705789444759,35.548967599904465,6874.737131177546,10,459.29629052588217,15197.628335965604
4.278987721304084,34.38801184336113,6868.854428383662,19,779.420406202788,28081.40010085901
4.584289297070436,28.217771981765203,4773.618309146071,5,245.9375261130373,6279.198956717736
4.732723686587383,31.780305439772636,5983.260914107745,17,814.3143883110947,23529.54692914085
4.912139968434072,30.44763077986243,4672.676280049933,17,683.9138428138984,22713.95003727581
5.570351922786028,30.171865363928084,6148.586646971206,16,744.2187537581194,21218.994449622573
4.399347564316719,39.64913721178179,5824.5915041201315,16,763.399466963158,26677.903033986313
5.028468876827223,32.11027042066789,7163.112548274899,4,174.97741478881687,5583.878940576176
5.184829137724085,38.596605217302475,5552.745037656236,15,610.3382309050828,24442.166817343343
4.092900825439996,35.20480213796442,4851.201049282818,16,652.371370478206,24117.96603146751
5.215089703802876,37.33254694604143,4928.975046158507,9,369.3822269446629,14255.745210517423
4.341048247374583,33.5342822103675,6784.531895152417,5,242.02198159902113,7236.170797866151
4.130103185970559,34.49975050014267,6354.654189948783,17,834.8166537034713,25193.847306087308
5.897771074506666,33.40273001964523,4803.368028368371,16,659.6497250953174,23079.972491315653
5.931264066149119,29.538158841374578,4752.3204183449925,13,550.6677844973606,16943.858337763304
5.6167946962329225,36.391877498399566,6602.90739437736,17,708.1384867624392,26351.829029020533
4.609227538346741,30.650040711731126,4718.289019092581,15,627.9481319241181,20151.021984334806
4.195344228012768,27.3161075636089,6965.580177871068,8,386.9992631201994,9787.038978319362
5.368466053024314,35.39113984679318,6618.7266814694885,5,216.60732063274693,7570.405172422772
4.880304987479203,29.302438832291635,4744.046341925699,17,732.945524887759,22013.09256536248
4.244076469689558,39.22596159658789,4754.513142255576,7,295.9176934613979,11564.942322340146
4.99035382022254,39.401071501033634,7459.9187355035265,12,552.9473272553109,19901.26288844653
4.068777042230437,38.89323707286583,5622.812387268361,9,394.13751285469937,14761.408811608528
5.818640804157564,31.812063103320778,5611.926441200672,19,901.407433850225,26319.451162671412
4.517559963200034,27.200936014875275,6938.398701772508,9,378.50218275380735,10973.103268819588
5.325044568707964,39.06814131364043,7341.745732151576,14,670.290584420029,23050.343222074778
4.623422152178822,32.56639392812509,7458.003191468613,19,874.7070910287264,26835.41344683756
5.040136042355622,39.566512647567706,6760.134555776825,15,617.1400950083531,24965.916829686557
5.093420558686559,39.52705970216029,5628.778756592747,6,264.87027505221766,9977.844895666622
4.369708911051054,38.089122921075685,4750.5021500960065,12,583.6221768735548,19334.501101904694
5.939169255529118,30.827835596904613,6831.44074778231,5,246.14801158992424,6749.010407442831
5.550265646722229,32.006270471825026,6175.212749207415,11,491.2270134550695,15314.483106842708
5.8789978831283785,38.06477672971914,5772.666027740929,15,672.125546713361,24154.97943404833
5.789654700855298,31.11998606703161,7219.063155284208,17,836.1373032396813,23125.431473023345
5.19579995762217,29.203405706919202,4833.592446918454,6,275.224093448194,7747.935632694547
5.843748470046234,34.23841641195855,5977.8753128725775,17,685.5839339413845,25033.910844118636
4.176985004103839,39.17001206409015,4534.060934302257,4,196.50997851516516,6600.481737228982
4.391965724838291,36.04838735677465,5905.981925982379,17,722.1984952687159,26141.613062346085
4.090454577821076,34.41079521116174,4668.909827045512,10,457.7631954091547,14787.886276018226
4.650660661526529,28.263294419019992,4856.453748804216,10,416.5513317427974,12574.785990847196
4.777354579378964,34.99509394708921,4852.578740331314,19,766.4370404468531,28496.644259809018
4.542698063547792,39.87070005135542,6447.63090634819,14,603.606243958586,23454.83282588313
5.657475018303859,28.821092198074812,6738.13463779627,12,573.6594849055305,15330.711829568318
4.713506653387179,33.73828548072858,6250.106295291479,11,470.534588989236,16000.361050368516
4.561869019374761,38.40584993506342,7386.517645423626,7,295.4068049856768,11358.274183635982
5.085392166316497,36.62999203080466,5624.611738571112,8,337.0144627472981,12469.437704871742
4.281848449949525,36.061204632938484,5357.136258845582,4,180.6069472962725,6152.813467143142
5.604393961508079,36.13229309183242,7105.797384568381,15,746.3311973524135,23111.438269589507
4.149101287359541,31.67338496585682,5170.787515558358,8,356.71911904136107,11041.934870166766
5.973773873201035,30.81669397543841,7389.667618321833,7,319.01137582230336,9445.806881810478
5.544489538593314,37.52169502122068,4536.463424069449,3,145.81896053672202,4772.343062291834
4.397431363068344,37.53147413082935,7409.636480122917,8,362.8055775146927,12729.064549678853
4.011044234247205,38.27194014154135,4629.479735851728,8,334.7570297135085,12942.318760763908
5.6309228569096685,38.87212718323413,7173.429341094214,18,773.9272641179658,29509.138414735713
5.413714687695235,33.64745118519219,6083.103327258899,6,258.59621557611666,8707.849456001511
5.458014336081975,33.519711830933595,7478.894388357901,13,571.6513550094878,18807.22513687692
5.542540693371891,37.37783732656808,4721.3896942061965,11,486.94677958704244,17441.62358132096
4.148089303468181,35.449531100110946,6161.562853203963,5,239.9891011037135,7580.915598019969
4.716931457088545,36.125569404350145,7407.907606857297,10,434.9386999049333,15405.204985566052
4.231738119050259,37.34530470266931,6069.293532510446,7,312.7762279908966,11091.016785072665
5.726206851751187,38.57006944362836,6388.195914405787,6,277.4985592230631,9771.134999823726
5.246596253655116,31.393937039069964,6587.246066953851,8,350.21807579521357,10961.453867252148
4.661796049705298,31.882578384319274,5863.62319430332,4,193.4625925316933,5551.091287341975
4.1271167005720475,28.221765217931296,6382.67424025219,13,596.3689685504297,16327.786121991849
4.621964643431324,34.51764183295026,6252.942935769301,6,257.6426807532583,8895.810635917256
4.650366644053494,27.467249559357647,7203.474031472967,17,801.3900639642708,20889.95673032688
5.459212356676128,33.052774235721984,4636.339141024374,8,362.21181841158284,11439.198979887931
5.2751149427104265,34.054380251198495,5342.889568776691,19,861.5466193388769,27853.196091819773
5.774425485152653,30.725036277667698,7351.234452229676,8,358.48703587100687,10768.810447968297
4.944429850323899,34.68083238739714,7170.791351672749,4,179.88047795284996,5954.039863785188
4.239188491876604,27.396503249207644,5866.970258357139,17,810.1105677812609,20846.65998851508
5.42648957444599,27.485526453739787,6360.397793404611,13,533.3875923130711,15983.226380350221
5.521570097233795,37.693807288575556,5332.143548943398,10,433.4362811310482,15969.7706238872
5.122554395138993,31.682478338346417,5064.363479171284,15,611.3255045705835,20708.538302707064
5.541934359909122,28.651786664474503,5891.095214819947,14,665.4544709046431,17800.500478895152
4.9875911927287815,33.789162380712455,5560.0566840781585,7,299.061129830421,10194.868919939538
5.045465658763988,37.00991619028194,6250.968335552616,8,391.7944327855107,12578.8558628012
4.855082036717099,29.80567335745896,4733.203910894955,6,271.5947079995576,7878.025445211135
4.05083825348819,35.097576185647,7423.1844229985,3,144.02249314458362,4510.538228049875
4.2157828539866085,28.109517044918984,7458.632233438809,19,945.9969727670325,23786.90965872458
4.062858371373468,27.6718623751919,6594.485142059235,14,677.5704403239199,17306.61863709672
5.272820822527561,33.907610210385926,6108.289099032361,17,827.3889392019589,24831.457448756188
4.628711962152654,34.028256580931384,5428.582848858983,3,132.23953486094535,4395.051710740589
5.017141382329406,35.28658871947668,6941.385059120847,16,728.2756152414944,24165.075102418567
5.815132947852186,36.4391873383946,6554.193517661638,8,340.31108512346435,12414.485953457644
4.49858445829775,39.68607703301295,4987.850818034674,7,293.7279169785417,11680.891412319266
4.820765846071259,33.711904527915536,7232.781553481527,13,585.7160242837845,18897.17131906447
5.511102277086097,31.198434148236196,6967.611728769507,6,275.7029387820253,8178.861776019019
4.457596330983245,37.337420531993146,7349.399739875772,15,650.8906868844286,23762.207087276296
4.153959819657586,30.520819266406964,6677.1585251650795,13,594.027657309255,17403.743416678455
4.579502905827536,32.70662846917327,6340.24558780737,5,244.37302412567516,7087.193124451188
4.322442574508009,28.019932957449456,5754.729108871857,3,136.70164754350097,3746.152759404541
5.859395304685146,27.329559664400946,7298.185450062039,8,377.6650477048405,9790.913183347473
5.616240759128834,39.51442939081303,7098.191668501226,12,576.6377960829486,19950.233496831228
5.266807513020847,37.86774156665868,4635.656010318568,7,349.211014736881,11222.670874797986
5.742921180375435,36.04766467921807,4579.1009234917565,12,552.3836882612376,18452.591141422206
5.607344153798229,32.31638827738551,5629.390100634149,14,672.959020854762,19647.459691802294
4.3731401177720715,29.252826160920996,6931.659992345499,4,198.50597274219498,5172.406967172623
5.785117996979956,29.03368155472412,7461.828387944834,15,741.661458836591,19278.18803955102
5.078684483831301,30.25315767613974,4951.250673310585,10,414.10818487777135,13291.136763410306
5.614880310328125,34.13994664117956,6282.392146056405,4,176.2556923309409,5876.152316329857
5.792182599846987,36.28974699510081,5642.672569893064,3,129.719701833204,4639.292675470888
4.636006949943727,35.582565897330504,7409.74319344381,7,286.08475104652445,10646.806606127286
4.220103849055354,30.639140660297258,7026.356769407126,11,509.65648524020565,14773.099701477713
4.455870325083883,39.413248648621526,7014.986114133413,19,899.8218765072404,31518.66207565712
4.854215577252512,36.59265991704499,5906.079479384911,11,533.2940905013571,17130.693327149816
5.6360295318449865,34.20660268264821,5744.458507012996,13,535.9609956561521,19128.690055479365
5.721461166512687,34.95236970104658,5320.2212157921185,17,828.9954928988,25470.850257040503
4.013904261062382,32.45480081156127,4669.126489952781,8,371.4340450891402,11266.982633729647
5.021494605155132,30.220502863515048,7094.16712876516,5,235.19730675692546,6639.690515432708
4.834822006297558,31.6276448224664,6938.703027390233,19,933.0185606726577,26193.30905856702
4.444215620941461,36.8519994360368,7499.153019858391,7,323.7332889730276,10966.703857881274
4.239730734667366,27.187115352186826,7489.910511221717,14,607.0212200009769,17062.30613750216
4.6752303428072555,28.508944326589912,6166.295116807883,16,772.0171730276256,20261.151932115787
5.885819407825038,27.598034346282788,6806.962245541532,13,567.1976975853618,16035.880074060344
4.64640586404151,27.52947443014661,7334.2971896472845,11,443.7650921902582,13541.671874338059
5.037581243486732,38.120987592143095,7048.942172032234,4,193.22618026261,6449.422213268606
5.406037917790355,36.147552171940305,5242.044305229593,14,608.3269002833786,21578.366294657913
4.727259204758588,33.164259778135225,5851.632405930281,5,238.691726160067,7169.566760064341
5.943564165441922,28.27184408846302,4887.478245454485,5,218.1378947332973,6288.931935923343
5.9248945898842225,33.39100637651882,7362.153081776167,3,145.83204059924165,4326.228688664032
4.503564591650728,33.15513302014735,6318.52390335264,10,421.9510525080959,14335.847887253049
4.994497011784771,29.2516243088302,5185.928416510388,10,497.454726519887,12930.58475117887
4.601756619633539,32.64007144009365,6515.10205321757,13,621.368640722444,18395.55343396383
4.569680988754936,32.18056154716585,6354.384721373687,11,452.56617185124367,15383.502372677676
4.073773894709065,35.00605127467881,5574.488154098522,7,319.6043633976592,10501.524921219061
5.219128667959794,35.25621746127937,4840.672776598887,16,797.6587699586776,24147.581257696915
5.005358046457723,27.588952127036578,6514.7195867783985,5,223.5532726346907,6166.0113828665835
4.1029575024999785,31.869963990144125,6060.92310271138,7,292.74749971751083,9711.23092551632
4.557292928473223,35.136178904285075,6816.955175206918,7,313.93448570052425,10534.31708387984
5.816531771933308,33.54077136154114,6060.49050333598,16,721.9932249411074,23159.4843042477
4.479123781333945,38.13436793544819,7056.544500955621,6,284.5012166537199,9677.023474056807
4.289789744182446,35.56301721104629,6155.720516323457,15,704.8268779741356,22804.029293964995
4.978905520555126,29.118147552058588,6182.8139146061585,12,528.3060052316376,15459.039742489309
5.971300908221202,27.917393716205588,7129.960807975035,10,421.80231074940866,12450.261737834011
4.484110543023001,35.3514506166821,5710.448598637191,10,464.505416776933,15126.522222005555
5.3442710948117575,27.344647037041085,4902.045685351923,9,397.9533541097954,11019.665640001313
5.523239230657435,34.61508255655502,4586.348028940017,10,413.22762111253303,14861.429720359809
4.4752750879848,39.22299313852445,6765.411767020857,16,784.0915681978217,26432.444047790086
5.456432697223719,34.481164312386426,6360.9286540603935,8,375.29774860877234,11850.57532196729
4.735566265438506,32.046209040684786,6612.239304297671,3,140.49551569336444,4180.990576393957
5.264611661187159,35.36274683975059,5138.892484526732,17,819.8392589049846,25722.00106592736
5.26705942152179,32.95728757638972,4909.1144267603095,3,135.88985035965243,4279.3870582500895
5.071549368149517,34.093018261107154,4543.633997003646,19,914.8603413964668,27879.62449059729
4.180579540108816,39.23904251409483,5551.762676419791,3,134.94272260533018,4957.816591522242
5.670604991178476,32.01933429141007,6269.753060563899,17,691.4198179856708,23675.832586342964
4.641560129943471,39.49547732971089,5676.732135299197,4,176.20992352110756,6647.348735478367
4.373037020799709,38.76955834542883,5812.424766071187,16,719.5943830367825,26171.265606967005
4.081550283109528,29.545284752260855,7212.476083481245,10,472.0202581632296,13036.302510813908
5.181785886376484,27.90169691137715,5544.766401069901,10,410.65787301286747,12444.610888095774
5.355128723684565,28.310114017906546,6041.968467479433,9,372.60166847944043,11332.47694180172
4.033175657855712,27.236883733470147,6850.959038223429,8,341.0947042107693,9764.222515239402
5.024186116598562,28.227758489827067,5689.62834696381,8,341.3198714696706,10049.594445070195
4.4529915503958755,35.87908805441264,6366.26010068362,5,236.6092289229531,7658.235849794275
5.2903455808189,27.925452429982975,7087.091126240235,9,382.56575945054385,11207.846587314485
4.348732858009983,31.146683193818898,7348.561870972926,10,463.3098063357448,13612.805949774802
5.381875476204932,37.983379042602905,4941.220442787114,12,539.3128620165926,19288.819746404453
4.773470692601075,27.302535164565736,7279.762875484483,17,777.4600442904981,20789.15152071423
5.873459977473469,37.588090273656164,5976.348879238614,17,822.4781837403102,27083.911247477572
4.2750418882919865,30.6641120720542,5274.733164896875,3,132.13144504647073,4031.724103781853
4.6821327021005175,28.53614275908153,5877.407268714784,9,429.38202393578433,11405.710253942416
4.226947042481179,36.05758314973396,7440.097725856431,6,265.3221635730413,9228.437960342535
5.849387236557126,35.17625700813849,5977.854281978609,8,348.30971012489994,12050.762018343885
5.754678706761962,38.40713617585169,5486.254830862525,3,148.7588153193966,4867.970706991983
4.515883255430311,36.55592356945051,6400.202562950177,7,292.9059644475274,10892.09273950153
5.319968092068358,37.44525209500303,5220.43685633458,3,122.71010881732823,4764.087226260327
5.634444400402431,30.666449443426984,4727.589984325992,6,286.2591555321287,8063.953079780229
5.110401623198925,29.306714069136397,4886.639165731947,4,162.72998821416365,5180.166825955641
5.059301156712013,36.757991771331156,4884.1375168733175,12,580.4494788843635,18759.45244521506
4.483704581800904,37.488851610474434,4955.708080536883,7,310.6035377450071,11127.190605839558
4.186205535611799,39.87656684600876,4916.48151794823,12,589.8616412750297,20106.67687747578
5.794431515906654,32.364029799848545,6422.624234409644,3,141.64598583365716,4215.315218383643
5.8008361143266605,31.83623511530618,5045.6402531974345,8,368.8323733606366,11088.83571320818
5.266202914546536,37.09336848964596,5537.00184997159,15,742.3960195586649,23630.41898440882
4.678059582097402,31.43044602328923,7190.365229718036,17,747.4303934188492,23315.43296625301
4.698419149225321,39.09984523284634,5921.884920788617,6,297.245216192378,9885.56657029481
5.451911357740479,38.15936577395915,6502.673215563082,15,620.2501916131811,24206.057517937938
5.794220519905155,32.57692235587524,5016.9596136048895,17,762.2383401285101,24017.076481795648
5.774172848530235,36.761323881289464,5076.867056426012,10,426.9911222392195,15634.076597264204
5.559751091715247,36.80905736310087,4622.605848799437,7,317.78899452357354,10955.882455501418
